日期,市場,價格
2015-10-28,中華市場,166.0
2015-10-28,旗山第一,150.0
2015-10-28,鳳山第一,183.0
2015-10-28,岡山文賢,183.0
2015-10-28,大寮大發,196.0
2015-10-28,橋頭市場,200.0
2015-10-29,國民市場,
2015-10-29,鹽埕示範,
2015-10-29,新興第二,
2015-10-29,三民第二,
2015-10-29,左營第四,
2015-10-29,鼓山第三,
2015-10-29,楠梓市場,
2015-10-29,三民第一,
2015-10-29,苓雅市場,
2015-10-29,中華市場,
2015-10-29,旗山第一,150.0
2015-10-29,鳳山第一,
2015-10-29,岡山文賢,183.0
2015-10-29,大寮大發,
2015-10-29,橋頭市場,200.0
2015-10-30,國民市場,250.0
2015-10-30,鹽埕示範,200.0
2015-10-30,新興第二,200.0
2015-10-30,三民第二,200.0
2015-10-30,左營第四,200.0
2015-10-30,鼓山第三,183.0
2015-10-30,楠梓市場,200.0
2015-10-30,三民第一,0.0
2015-10-30,苓雅市場,200.0
2015-10-30,中華市場,166.0
2015-10-30,旗山第一,150.0
2015-10-30,鳳山第一,183.0
2015-10-30,岡山文賢,183.0
2015-10-30,大寮大發,196.0
2015-10-30,橋頭市場,200.0
2015-10-31,國民市場,
2015-10-31,鹽埕示範,
2015-10-31,新興第二,
2015-10-31,三民第二,
2015-10-31,左營第四,
2015-10-31,鼓山第三,
2015-10-31,楠梓市場,
2015-10-31,三民第一,
2015-10-31,苓雅市場,
2015-10-31,中華市場,
2015-10-31,旗山第一,
2015-10-31,鳳山第一,
2015-10-31,岡山文賢,
2015-10-31,大寮大發,
2015-10-31,橋頭市場,
2015-11-01,國民市場,
2015-11-01,鹽埕示範,
2015-11-01,新興第二,
2015-11-01,三民第二,
2015-11-01,左營第四,
2015-11-01,鼓山第三,
2015-11-01,楠梓市場,
2015-11-01,三民第一,
2015-11-01,苓雅市場,
2015-11-01,中華市場,
2015-11-01,旗山第一,
2015-11-01,鳳山第一,
2015-11-01,岡山文賢,
2015-11-01,大寮大發,
2015-11-01,橋頭市場,
2015-11-02,國民市場,250.0
2015-11-02,鹽埕示範,
2015-11-02,新興第二,0.0
2015-11-02,三民第二,
2015-11-02,左營第四,0.0
2015-11-02,鼓山第三,183.0
2015-11-02,楠梓市場,200.0
2015-11-02,三民第一,0.0
2015-11-02,苓雅市場,0.0
2015-11-02,中華市場,166.0
2015-11-02,旗山第一,
2015-11-02,鳳山第一,0.0
2015-11-02,岡山文賢,0.0
2015-11-02,大寮大發,0.0
2015-11-02,橋頭市場,200.0
2015-11-03,國民市場,250.0
2015-11-03,鹽埕示範,200.0
2015-11-03,新興第二,200.0
2015-11-03,三民第二,200.0
2015-11-03,左營第四,200.0
2015-11-03,鼓山第三,183.0
2015-11-03,楠梓市場,200.0
2015-11-03,三民第一,0.0
2015-11-03,苓雅市場,0.0
2015-11-03,中華市場,166.0
2015-11-03,旗山第一,150.0
2015-11-03,鳳山第一,183.0
2015-11-03,岡山文賢,183.0
2015-11-03,大寮大發,196.0
2015-11-03,橋頭市場,200.0
2015-11-04,國民市場,250.0
2015-11-04,鹽埕示範,200.0
2015-11-04,新興第二,200.0
2015-11-04,三民第二,200.0
2015-11-04,左營第四,200.0
2015-11-04,鼓山第三,183.0
2015-11-04,楠梓市場,200.0
2015-11-04,三民第一,0.0
2015-11-04,苓雅市場,200.0
2015-11-04,中華市場,166.0
2015-11-04,旗山第一,150.0
2015-11-04,鳳山第一,183.0
2015-11-04,岡山文賢,183.0
2015-11-04,大寮大發,196.0
2015-11-04,橋頭市場,200.0
2015-11-05,國民市場,250.0
2015-11-05,鹽埕示範,200.0
2015-11-05,新興第二,200.0
2015-11-05,三民第二,200.0
2015-11-05,左營第四,200.0
2015-11-05,鼓山第三,183.0
2015-11-05,楠梓市場,200.0
2015-11-05,三民第一,225.0
2015-11-05,苓雅市場,200.0
2015-11-05,中華市場,166.0
2015-11-05,旗山第一,150.0
2015-11-05,鳳山第一,183.0
2015-11-05,岡山文賢,183.0
2015-11-05,大寮大發,196.0
2015-11-05,橋頭市場,200.0
2015-11-06,國民市場,250.0
2015-11-06,鹽埕示範,200.0
2015-11-06,新興第二,200.0
2015-11-06,三民第二,200.0
2015-11-06,左營第四,200.0
2015-11-06,鼓山第三,183.0
2015-11-06,楠梓市場,200.0
2015-11-06,三民第一,225.0
2015-11-06,苓雅市場,200.0
2015-11-06,中華市場,166.0
2015-11-06,旗山第一,150.0
2015-11-06,鳳山第一,183.0
2015-11-06,岡山文賢,183.0
2015-11-06,大寮大發,196.0
2015-11-06,橋頭市場,200.0
2015-11-07,國民市場,
2015-11-07,鹽埕示範,
2015-11-07,新興第二,
2015-11-07,三民第二,
2015-11-07,左營第四,
2015-11-07,鼓山第三,
2015-11-07,楠梓市場,
2015-11-07,三民第一,
2015-11-07,苓雅市場,
2015-11-07,中華市場,
2015-11-07,旗山第一,
2015-11-07,鳳山第一,
2015-11-07,岡山文賢,
2015-11-07,大寮大發,
2015-11-07,橋頭市場,
2015-11-08,國民市場,
2015-11-08,鹽埕示範,
2015-11-08,新興第二,
2015-11-08,三民第二,
2015-11-08,左營第四,
2015-11-08,鼓山第三,
2015-11-08,楠梓市場,
2015-11-08,三民第一,
2015-11-08,苓雅市場,
2015-11-08,中華市場,
2015-11-08,旗山第一,
2015-11-08,鳳山第一,
2015-11-08,岡山文賢,
2015-11-08,大寮大發,
2015-11-08,橋頭市場,
2015-11-09,國民市場,250.0
2015-11-09,鹽埕示範,200.0
2015-11-09,新興第二,0.0
2015-11-09,三民第二,200.0
2015-11-09,左營第四,0.0
2015-11-09,鼓山第三,183.0
2015-11-09,楠梓市場,200.0
2015-11-09,三民第一,0.0
2015-11-09,苓雅市場,200.0
2015-11-09,中華市場,166.0
2015-11-09,旗山第一,
2015-11-09,鳳山第一,0.0
2015-11-09,岡山文賢,0.0
2015-11-09,大寮大發,0.0
2015-11-09,橋頭市場,200.0
2015-11-10,國民市場,250.0
2015-11-10,鹽埕示範,200.0
2015-11-10,新興第二,200.0
2015-11-10,三民第二,200.0
2015-11-10,左營第四,
2015-11-10,鼓山第三,
2015-11-10,楠梓市場,200.0
2015-11-10,三民第一,225.0
2015-11-10,苓雅市場,200.0
2015-11-10,中華市場,166.0
2015-11-10,旗山第一,0.0
2015-11-10,鳳山第一,166.0
2015-11-10,岡山文賢,183.0
2015-11-10,大寮大發,196.0
2015-11-10,橋頭市場,200.0
2015-11-11,國民市場,250.0
2015-11-11,鹽埕示範,200.0
2015-11-11,新興第二,
2015-11-11,三民第二,200.0
2015-11-11,左營第四,200.0
2015-11-11,鼓山第三,183.0
2015-11-11,楠梓市場,200.0
2015-11-11,三民第一,
2015-11-11,苓雅市場,200.0
2015-11-11,中華市場,166.0
2015-11-11,旗山第一,0.0
2015-11-11,鳳山第一,166.0
2015-11-11,岡山文賢,183.0
2015-11-11,大寮大發,192.0
2015-11-11,橋頭市場,200.0
2015-11-12,國民市場,250.0
2015-11-12,鹽埕示範,
2015-11-12,新興第二,200.0
2015-11-12,三民第二,
2015-11-12,左營第四,200.0
2015-11-12,鼓山第三,183.0
2015-11-12,楠梓市場,200.0
2015-11-12,三民第一,225.0
2015-11-12,苓雅市場,200.0
2015-11-12,中華市場,166.0
2015-11-12,旗山第一,0.0
2015-11-12,鳳山第一,166.0
2015-11-12,岡山文賢,183.0
2015-11-12,大寮大發,192.0
2015-11-12,橋頭市場,200.0
2015-11-13,國民市場,250.0
2015-11-13,鹽埕示範,200.0
2015-11-13,新興第二,200.0
2015-11-13,三民第二,200.0
2015-11-13,左營第四,200.0
2015-11-13,鼓山第三,183.0
2015-11-13,楠梓市場,200.0
2015-11-13,三民第一,225.0
2015-11-13,苓雅市場,200.0
2015-11-13,中華市場,166.0
2015-11-13,旗山第一,0.0
2015-11-13,鳳山第一,166.0
2015-11-13,岡山文賢,
2015-11-13,大寮大發,192.0
2015-11-13,橋頭市場,200.0
2015-11-14,國民市場,
2015-11-14,鹽埕示範,
2015-11-14,新興第二,
2015-11-14,三民第二,
2015-11-14,左營第四,
2015-11-14,鼓山第三,
2015-11-14,楠梓市場,
2015-11-14,三民第一,
2015-11-14,苓雅市場,
2015-11-14,中華市場,
2015-11-14,旗山第一,
2015-11-14,鳳山第一,
2015-11-14,岡山文賢,
2015-11-14,大寮大發,
2015-11-14,橋頭市場,
2015-11-15,國民市場,
2015-11-15,鹽埕示範,
2015-11-15,新興第二,
2015-11-15,三民第二,
2015-11-15,左營第四,
2015-11-15,鼓山第三,
2015-11-15,楠梓市場,
2015-11-15,三民第一,
2015-11-15,苓雅市場,
2015-11-15,中華市場,
2015-11-15,旗山第一,
2015-11-15,鳳山第一,
2015-11-15,岡山文賢,
2015-11-15,大寮大發,
2015-11-15,橋頭市場,
2015-11-16,國民市場,
2015-11-16,鹽埕示範,200.0
2015-11-16,新興第二,0.0
2015-11-16,三民第二,200.0
2015-11-16,左營第四,0.0
2015-11-16,鼓山第三,183.0
2015-11-16,楠梓市場,200.0
2015-11-16,三民第一,0.0
2015-11-16,苓雅市場,200.0
2015-11-16,中華市場,0.0
2015-11-16,旗山第一,
2015-11-16,鳳山第一,0.0
2015-11-16,岡山文賢,
2015-11-16,大寮大發,192.0
2015-11-16,橋頭市場,200.0
2015-11-17,國民市場,250.0
2015-11-17,鹽埕示範,200.0
2015-11-17,新興第二,200.0
2015-11-17,三民第二,200.0
2015-11-17,左營第四,200.0
2015-11-17,鼓山第三,183.0
2015-11-17,楠梓市場,200.0
2015-11-17,三民第一,225.0
2015-11-17,苓雅市場,200.0
2015-11-17,中華市場,0.0
2015-11-17,旗山第一,0.0
2015-11-17,鳳山第一,166.0
2015-11-17,岡山文賢,183.0
2015-11-17,大寮大發,192.0
2015-11-17,橋頭市場,200.0
2015-11-18,國民市場,250.0
2015-11-18,鹽埕示範,200.0
2015-11-18,新興第二,200.0
2015-11-18,三民第二,200.0
2015-11-18,左營第四,200.0
2015-11-18,鼓山第三,183.0
2015-11-18,楠梓市場,200.0
2015-11-18,三民第一,225.0
2015-11-18,苓雅市場,200.0
2015-11-18,中華市場,166.0
2015-11-18,旗山第一,0.0
2015-11-18,鳳山第一,166.0
2015-11-18,岡山文賢,183.0
2015-11-18,大寮大發,192.0
2015-11-18,橋頭市場,200.0
2015-11-19,國民市場,250.0
2015-11-19,鹽埕示範,200.0
2015-11-19,新興第二,200.0
2015-11-19,三民第二,200.0
2015-11-19,左營第四,200.0
2015-11-19,鼓山第三,183.0
2015-11-19,楠梓市場,200.0
2015-11-19,三民第一,225.0
2015-11-19,苓雅市場,200.0
2015-11-19,中華市場,166.0
2015-11-19,旗山第一,0.0
2015-11-19,鳳山第一,166.0
2015-11-19,岡山文賢,183.0
2015-11-19,大寮大發,192.0
2015-11-19,橋頭市場,200.0
2015-11-20,國民市場,250.0
2015-11-20,鹽埕示範,200.0
2015-11-20,新興第二,200.0
2015-11-20,三民第二,200.0
2015-11-20,左營第四,200.0
2015-11-20,鼓山第三,183.0
2015-11-20,楠梓市場,0.0
2015-11-20,三民第一,225.0
2015-11-20,苓雅市場,200.0
2015-11-20,中華市場,166.0
2015-11-20,旗山第一,0.0
2015-11-20,鳳山第一,166.0
2015-11-20,岡山文賢,183.0
2015-11-20,大寮大發,192.0
2015-11-20,橋頭市場,200.0
2015-11-21,國民市場,
2015-11-21,鹽埕示範,
2015-11-21,新興第二,
2015-11-21,三民第二,
2015-11-21,左營第四,
2015-11-21,鼓山第三,
2015-11-21,楠梓市場,
2015-11-21,三民第一,
2015-11-21,苓雅市場,
2015-11-21,中華市場,
2015-11-21,旗山第一,
2015-11-21,鳳山第一,
2015-11-21,岡山文賢,
2015-11-21,大寮大發,
2015-11-21,橋頭市場,
2015-11-22,國民市場,
2015-11-22,鹽埕示範,
2015-11-22,新興第二,
2015-11-22,三民第二,
2015-11-22,左營第四,
2015-11-22,鼓山第三,
2015-11-22,楠梓市場,
2015-11-22,三民第一,
2015-11-22,苓雅市場,
2015-11-22,中華市場,
2015-11-22,旗山第一,
2015-11-22,鳳山第一,
2015-11-22,岡山文賢,
2015-11-22,大寮大發,
2015-11-22,橋頭市場,
2015-11-23,國民市場,250.0
2015-11-23,鹽埕示範,200.0
2015-11-23,新興第二,0.0
2015-11-23,三民第二,200.0
2015-11-23,左營第四,
2015-11-23,鼓山第三,183.0
2015-11-23,楠梓市場,200.0
2015-11-23,三民第一,0.0
2015-11-23,苓雅市場,200.0
2015-11-23,中華市場,0.0
2015-11-23,旗山第一,
2015-11-23,鳳山第一,0.0
2015-11-23,岡山文賢,0.0
2015-11-23,大寮大發,0.0
2015-11-23,橋頭市場,200.0
2015-11-24,國民市場,250.0
2015-11-24,鹽埕示範,200.0
2015-11-24,新興第二,
2015-11-24,三民第二,200.0
2015-11-24,左營第四,200.0
2015-11-24,鼓山第三,183.0
2015-11-24,楠梓市場,200.0
2015-11-24,三民第一,225.0
2015-11-24,苓雅市場,200.0
2015-11-24,中華市場,166.0
2015-11-24,旗山第一,0.0
2015-11-24,鳳山第一,183.0
2015-11-24,岡山文賢,183.0
2015-11-24,大寮大發,192.0
2015-11-24,橋頭市場,200.0
2015-11-25,國民市場,250.0
2015-11-25,鹽埕示範,200.0
2015-11-25,新興第二,200.0
2015-11-25,三民第二,200.0
2015-11-25,左營第四,200.0
2015-11-25,鼓山第三,183.0
2015-11-25,楠梓市場,200.0
2015-11-25,三民第一,225.0
2015-11-25,苓雅市場,200.0
2015-11-25,中華市場,166.0
2015-11-25,旗山第一,0.0
2015-11-25,鳳山第一,183.0
2015-11-25,岡山文賢,183.0
2015-11-25,大寮大發,192.0
2015-11-25,橋頭市場,200.0
2015-11-26,國民市場,250.0
2015-11-26,鹽埕示範,
2015-11-26,新興第二,200.0
2015-11-26,三民第二,200.0
2015-11-26,左營第四,200.0
2015-11-26,鼓山第三,183.0
2015-11-26,楠梓市場,200.0
2015-11-26,三民第一,225.0
2015-11-26,苓雅市場,200.0
2015-11-26,中華市場,166.0
2015-11-26,旗山第一,0.0
2015-11-26,鳳山第一,183.0
2015-11-26,岡山文賢,183.0
2015-11-26,大寮大發,192.0
2015-11-26,橋頭市場,200.0
2015-11-27,國民市場,250.0
2015-11-27,鹽埕示範,200.0
2015-11-27,新興第二,200.0
2015-11-27,三民第二,200.0
2015-11-27,左營第四,200.0
2015-11-27,鼓山第三,183.0
2015-11-27,楠梓市場,200.0
2015-11-27,三民第一,225.0
2015-11-27,苓雅市場,200.0
2015-11-27,中華市場,
2015-11-27,旗山第一,0.0
2015-11-27,鳳山第一,183.0
2015-11-27,岡山文賢,183.0
2015-11-27,大寮大發,192.0
2015-11-27,橋頭市場,200.0
2015-11-28,國民市場,
2015-11-28,鹽埕示範,
2015-11-28,新興第二,
2015-11-28,三民第二,
2015-11-28,左營第四,
2015-11-28,鼓山第三,
2015-11-28,楠梓市場,
2015-11-28,三民第一,
2015-11-28,苓雅市場,
2015-11-28,中華市場,
2015-11-28,旗山第一,
2015-11-28,鳳山第一,
2015-11-28,岡山文賢,
2015-11-28,大寮大發,
2015-11-28,橋頭市場,
2015-11-29,國民市場,
2015-11-29,鹽埕示範,
2015-11-29,新興第二,
2015-11-29,三民第二,
2015-11-29,左營第四,
2015-11-29,鼓山第三,
2015-11-29,楠梓市場,
2015-11-29,三民第一,
2015-11-29,苓雅市場,
2015-11-29,中華市場,
2015-11-29,旗山第一,
2015-11-29,鳳山第一,
2015-11-29,岡山文賢,
2015-11-29,大寮大發,
2015-11-29,橋頭市場,
2015-11-30,國民市場,250.0
2015-11-30,鹽埕示範,200.0
2015-11-30,新興第二,0.0
2015-11-30,三民第二,200.0
2015-11-30,左營第四,0.0
2015-11-30,鼓山第三,183.0
2015-11-30,楠梓市場,200.0
2015-11-30,三民第一,0.0
2015-11-30,苓雅市場,200.0
2015-11-30,中華市場,0.0
2015-11-30,旗山第一,150.0
2015-11-30,鳳山第一,0.0
2015-11-30,岡山文賢,0.0
2015-11-30,大寮大發,0.0
2015-11-30,橋頭市場,200.0
2015-12-01,國民市場,0.0
2015-12-01,鹽埕示範,200.0
2015-12-01,新興第二,200.0
2015-12-01,三民第二,200.0
2015-12-01,左營第四,200.0
2015-12-01,鼓山第三,183.0
2015-12-01,楠梓市場,200.0
2015-12-01,三民第一,225.0
2015-12-01,苓雅市場,
2015-12-01,中華市場,166.0
2015-12-01,旗山第一,0.0
2015-12-01,鳳山第一,183.0
2015-12-01,岡山文賢,183.0
2015-12-01,大寮大發,192.0
2015-12-01,橋頭市場,200.0
2015-12-02,國民市場,250.0
2015-12-02,鹽埕示範,200.0
2015-12-02,新興第二,200.0
2015-12-02,三民第二,200.0
2015-12-02,左營第四,200.0
2015-12-02,鼓山第三,183.0
2015-12-02,楠梓市場,200.0
2015-12-02,三民第一,225.0
2015-12-02,苓雅市場,200.0
2015-12-02,中華市場,166.0
2015-12-02,旗山第一,0.0
2015-12-02,鳳山第一,183.0
2015-12-02,岡山文賢,183.0
2015-12-02,大寮大發,192.0
2015-12-02,橋頭市場,200.0
2015-12-03,國民市場,250.0
2015-12-03,鹽埕示範,200.0
2015-12-03,新興第二,200.0
2015-12-03,三民第二,200.0
2015-12-03,左營第四,200.0
2015-12-03,鼓山第三,183.0
2015-12-03,楠梓市場,200.0
2015-12-03,三民第一,225.0
2015-12-03,苓雅市場,200.0
2015-12-03,中華市場,166.0
2015-12-03,旗山第一,
2015-12-03,鳳山第一,183.0
2015-12-03,岡山文賢,183.0
2015-12-03,大寮大發,192.0
2015-12-03,橋頭市場,200.0
2015-12-04,國民市場,250.0
2015-12-04,鹽埕示範,200.0
2015-12-04,新興第二,200.0
2015-12-04,三民第二,200.0
2015-12-04,左營第四,
2015-12-04,鼓山第三,
2015-12-04,楠梓市場,200.0
2015-12-04,三民第一,225.0
2015-12-04,苓雅市場,200.0
2015-12-04,中華市場,166.0
2015-12-04,旗山第一,0.0
2015-12-04,鳳山第一,183.0
2015-12-04,岡山文賢,183.0
2015-12-04,大寮大發,
2015-12-04,橋頭市場,200.0
2015-12-05,國民市場,
2015-12-05,鹽埕示範,
2015-12-05,新興第二,
2015-12-05,三民第二,
2015-12-05,左營第四,
2015-12-05,鼓山第三,
2015-12-05,楠梓市場,
2015-12-05,三民第一,
2015-12-05,苓雅市場,
2015-12-05,中華市場,
2015-12-05,旗山第一,
2015-12-05,鳳山第一,
2015-12-05,岡山文賢,
2015-12-05,大寮大發,
2015-12-05,橋頭市場,
2015-12-06,國民市場,
2015-12-06,鹽埕示範,
2015-12-06,新興第二,
2015-12-06,三民第二,
2015-12-06,左營第四,
2015-12-06,鼓山第三,
2015-12-06,楠梓市場,
2015-12-06,三民第一,
2015-12-06,苓雅市場,
2015-12-06,中華市場,
2015-12-06,旗山第一,
2015-12-06,鳳山第一,
2015-12-06,岡山文賢,
2015-12-06,大寮大發,
2015-12-06,橋頭市場,
2015-12-07,國民市場,250.0
2015-12-07,鹽埕示範,200.0
2015-12-07,新興第二,
2015-12-07,三民第二,200.0
2015-12-07,左營第四,0.0
2015-12-07,鼓山第三,183.0
2015-12-07,楠梓市場,200.0
2015-12-07,三民第一,
2015-12-07,苓雅市場,200.0
2015-12-07,中華市場,0.0
2015-12-07,旗山第一,
2015-12-07,鳳山第一,0.0
2015-12-07,岡山文賢,0.0
2015-12-07,大寮大發,0.0
2015-12-07,橋頭市場,200.0
2015-12-08,國民市場,250.0
2015-12-08,鹽埕示範,200.0
2015-12-08,新興第二,200.0
2015-12-08,三民第二,200.0
2015-12-08,左營第四,200.0
2015-12-08,鼓山第三,183.0
2015-12-08,楠梓市場,200.0
2015-12-08,三民第一,225.0
2015-12-08,苓雅市場,200.0
2015-12-08,中華市場,166.0
2015-12-08,旗山第一,0.0
2015-12-08,鳳山第一,183.0
2015-12-08,岡山文賢,183.0
2015-12-08,大寮大發,192.0
2015-12-08,橋頭市場,200.0
2015-12-09,國民市場,250.0
2015-12-09,鹽埕示範,
2015-12-09,新興第二,200.0
2015-12-09,三民第二,
2015-12-09,左營第四,200.0
2015-12-09,鼓山第三,183.0
2015-12-09,楠梓市場,200.0
2015-12-09,三民第一,225.0
2015-12-09,苓雅市場,200.0
2015-12-09,中華市場,166.0
2015-12-09,旗山第一,0.0
2015-12-09,鳳山第一,183.0
2015-12-09,岡山文賢,183.0
2015-12-09,大寮大發,192.0
2015-12-09,橋頭市場,200.0
2015-12-10,國民市場,250.0
2015-12-10,鹽埕示範,200.0
2015-12-10,新興第二,200.0
2015-12-10,三民第二,200.0
2015-12-10,左營第四,200.0
2015-12-10,鼓山第三,183.0
2015-12-10,楠梓市場,200.0
2015-12-10,三民第一,225.0
2015-12-10,苓雅市場,200.0
2015-12-10,中華市場,
2015-12-10,旗山第一,0.0
2015-12-10,鳳山第一,183.0
2015-12-10,岡山文賢,183.0
2015-12-10,大寮大發,
2015-12-10,橋頭市場,200.0
2015-12-11,國民市場,250.0
2015-12-11,鹽埕示範,200.0
2015-12-11,新興第二,200.0
2015-12-11,三民第二,200.0
2015-12-11,左營第四,200.0
2015-12-11,鼓山第三,183.0
2015-12-11,楠梓市場,200.0
2015-12-11,三民第一,225.0
2015-12-11,苓雅市場,200.0
2015-12-11,中華市場,166.0
2015-12-11,旗山第一,0.0
2015-12-11,鳳山第一,183.0
2015-12-11,岡山文賢,183.0
2015-12-11,大寮大發,192.0
2015-12-11,橋頭市場,200.0
2015-12-12,國民市場,
2015-12-12,鹽埕示範,
2015-12-12,新興第二,
2015-12-12,三民第二,
2015-12-12,左營第四,
2015-12-12,鼓山第三,
2015-12-12,楠梓市場,
2015-12-12,三民第一,
2015-12-12,苓雅市場,
2015-12-12,中華市場,
2015-12-12,旗山第一,
2015-12-12,鳳山第一,
2015-12-12,岡山文賢,
2015-12-12,大寮大發,
2015-12-12,橋頭市場,
2015-12-13,國民市場,
2015-12-13,鹽埕示範,
2015-12-13,新興第二,
2015-12-13,三民第二,
2015-12-13,左營第四,
2015-12-13,鼓山第三,
2015-12-13,楠梓市場,
2015-12-13,三民第一,
2015-12-13,苓雅市場,
2015-12-13,中華市場,
2015-12-13,旗山第一,
2015-12-13,鳳山第一,
2015-12-13,岡山文賢,
2015-12-13,大寮大發,
2015-12-13,橋頭市場,
2015-12-14,國民市場,
2015-12-14,鹽埕示範,200.0
2015-12-14,新興第二,0.0
2015-12-14,三民第二,200.0
2015-12-14,左營第四,0.0
2015-12-14,鼓山第三,183.0
2015-12-14,楠梓市場,200.0
2015-12-14,三民第一,
2015-12-14,苓雅市場,
2015-12-14,中華市場,0.0
2015-12-14,旗山第一,
2015-12-14,鳳山第一,0.0
2015-12-14,岡山文賢,0.0
2015-12-14,大寮大發,0.0
2015-12-14,橋頭市場,200.0
2015-12-15,國民市場,250.0
2015-12-15,鹽埕示範,200.0
2015-12-15,新興第二,200.0
2015-12-15,三民第二,200.0
2015-12-15,左營第四,200.0
2015-12-15,鼓山第三,183.0
2015-12-15,楠梓市場,200.0
2015-12-15,三民第一,225.0
2015-12-15,苓雅市場,200.0
2015-12-15,中華市場,166.0
2015-12-15,旗山第一,0.0
2015-12-15,鳳山第一,183.0
2015-12-15,岡山文賢,183.0
2015-12-15,大寮大發,192.0
2015-12-15,橋頭市場,200.0
2015-12-16,國民市場,250.0
2015-12-16,鹽埕示範,200.0
2015-12-16,新興第二,200.0
2015-12-16,三民第二,200.0
2015-12-16,左營第四,200.0
2015-12-16,鼓山第三,183.0
2015-12-16,楠梓市場,
